Sample ID	empo_0	empo_1	empo_2	empo_3	empo_4	empo_x
#q2:types	categorical	categorical	categorical	categorical	categorical
13114.angenent.65.s001	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal proximal gut (non-saline)	Animal proximal gut
13114.angenent.65.s002	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal proximal gut (non-saline)	Animal proximal gut
13114.angenent.65.s005	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal proximal gut (non-saline)	Animal proximal gut
13114.angenent.65.s006	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal proximal gut (non-saline)	Animal proximal gut
13114.angenent.65.s007	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal proximal gut (non-saline)	Animal proximal gut
13114.berry.2.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s011	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s012	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s013	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s014	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s015	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s016	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s017	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s018	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s019	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.berry.2.s020	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.bittleston.68.s001	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s002	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s003	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s004	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s005	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s006	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s007	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s008	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s009	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s010	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s011	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s012	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s013	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s014	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bittleston.68.s015	EMP sample	Host-associated	Host-associated (n-s)	Plant (n-s)	Plant surface (non-saline)	Plant surface
13114.bowen.74.s001	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s002	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s003	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s004	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s005	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s006	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s007	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s008	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s009	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s010	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s011	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s012	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s013	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s014	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s015	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.bowen.74.s016	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.distel.72.s001	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.distel.72.s002	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.distel.72.s003	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.distel.72.s004	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.distel.72.s005	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.distel.72.s006	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.distel.72.s007	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal proximal gut (saline)	Animal proximal gut
13114.distel.72.s008	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal proximal gut (saline)	Animal proximal gut
13114.distel.72.s009	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal proximal gut (saline)	Animal proximal gut
13114.distel.72.s010	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.distel.72.s011	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal proximal gut (saline)	Animal proximal gut
13114.distel.72.s012	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal proximal gut (saline)	Animal proximal gut
13114.distel.72.s013	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal proximal gut (saline)	Animal proximal gut
13114.distel.72.s014	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Surface (saline)	Surface
13114.distel.72.s015	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Surface (saline)	Surface
13114.girguis.50.s001	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s002	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s003	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s004	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s005	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s006	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s007	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s008	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s009	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s010	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s011	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.girguis.50.s012	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal distal gut (saline)	Animal distal gut
13114.jensen.43.s001	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s002	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s003	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s004	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s005	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s006	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s007	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s008	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s009	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s010	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s011	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s012	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s013	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s014	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s015	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s016	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s017	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s018	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.jensen.43.s019	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.king.27.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s011	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s012	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s013	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s014	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s015	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s016	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s017	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s018	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s019	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s020	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.king.27.s021	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s011	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.macrae.crerar.3.s012	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.46.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.47.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.47.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.47.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.47.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.47.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.47.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.makhalanyane.47.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.mayer.33.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.33.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.33.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.33.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.33.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.33.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.33.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mayer.34.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.mcmahon.21.s008	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.mcmahon.21.s009	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.mcmahon.21.s010	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.metcalf.40.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s011	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s012	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s013	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.40.s014	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.metcalf.81.s001	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal corpus (non-saline)	Animal corpus
13114.metcalf.81.s002	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal corpus (non-saline)	Animal corpus
13114.metcalf.81.s003	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal corpus (non-saline)	Animal corpus
13114.minich.76.s001	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal distal gut (non-saline)	Animal distal gut
13114.minich.76.s002	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal distal gut (non-saline)	Animal distal gut
13114.minich.76.s003	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal distal gut (non-saline)	Animal distal gut
13114.minich.76.s004	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal distal gut (non-saline)	Animal distal gut
13114.minich.76.s005	EMP sample	Host-associated	Host-associated (n-s)	Animal (n-s)	Animal distal gut (non-saline)	Animal distal gut
